#번호	종류	자리수	예산	예시위치	JP	KO
3350	map	1	53	/RI1B.MAP@136046	・・・・・・・・・。\n（↑奥へは行きたくないらしい）%b	
3351	map	1	44	/RI1B.MAP@136131	もう、\nこれ以上しらべても\nしかたがないよ。%b	
3352	map	1	60	/RI1B.MAP@136207	わざわざ\nそんな奥の方まで行く必要は\nもうないんじゃないか？%b	
3353	map	1	62	/RI1B.MAP@136299	これ以上\nこの遺跡をしらべても\nしかたがないんじゃないかしら？%b	
3354	map	1	46	/RI1B.MAP@136393	これ以上\n奥に進んでも\nしかたがありませんな。%b	
3355	map	1	66	/RI1B.MAP@136471	目的は果たした。\nこのような所で\n時間をつぶしている場合ではない。%b	
3356	map	1	46	/RI1B.MAP@136569	もう宝さがしは\n終わったんだよね？\n帰ろ帰ろ。%b	
3357	map	1	43	/RI1B.MAP@136647	もう奥へ行く必要なんて\nないんじゃねぇか？%b	
3358	map	1	58	/RI1B.MAP@136722	これ以上しらべてたって\nしかたがないだろう。\n引き返そう。%b	
3359	map	1	50	/RI1B.MAP@136813	あのー・・・\n私の用件は\nもう終わっていますから。%b	
3360	map	1	41	/RI1B.MAP@136896	今度はあなた方の\n目的を果たす番ですよ。%b	
3361	map	1	59	/RI20.MAP@86768	このあたりの宝箱に、\nさがしものがあるといいんだけどな。%b%h	
3362	map	1	30	/RI20.MAP@86859	とりあえず全部開けてみよう。%b	
3363	map	1	20	/RI20.MAP@86921	ガルマンオーブ？%b%h	
3364	map	1	58	/RI20.MAP@86973	もしかして、これが\n%s10さんの言ってた\nさがしモノかな？%b%h	
3365	map	1	49	/RI20.MAP@87063	だとしたら、\nこれで用件はすんだことになるな。%b%h	
3366	map	1	43	/RI20.MAP@87144	よし、みんなを集めて\n早々にここを出よう！%b	
3367	map	1	70	/RI20.MAP@87219	これだけ宝箱がありゃ、\n魔法のアイテムの１つぐらい\n入ってるだろう。%b%h	
3368	map	1	35	/RI20.MAP@87321	どれ、\n景気よく全部開けてみるか。%b	
3369	map	1	57	/RI20.MAP@87388	ガルマンオーブだってぇ？\nこれが%s10が言ってたモノか？%b%h	
3370	map	1	62	/RI20.MAP@87477	だったら、\nもうここに用はねぇな。\nさっさと外に出るとするか。%b	
3371	map	1	30	/RI20.MAP@87571	いっぱい宝箱があるわねぇ。%b%h	
3372	map	1	52	/RI20.MAP@87633	この中に、\n%s10さんのさがしものは\nあるのかしら？%b%h	
3373	map	1	36	/RI20.MAP@87717	３つとも開けちゃっていいのかしら？%b	
3374	map	1	26	/RI20.MAP@87785	ガルマンオーブ・・・？%b%h	
3375	map	1	58	/RI20.MAP@87843	%s10さんが言ってた\nさがしモノって、\nこれのことかしら？%b%h	
3376	map	1	43	/RI20.MAP@87933	じゃあ、\nもう外に出ちゃってもいいわよね。%b	
3377	map	1	27	/RI20.MAP@88008	なんと！\n宝箱が３つも！%b%h	
3378	map	1	82	/RI20.MAP@88067	こういった場合、\nえてして中心に重要なモノが\n入っていることが多いのじゃが・・・%b%h	
3379	map	1	49	/RI20.MAP@88181	べつにはじから開けていっても\nかまわんじゃろう。%b	
3380	map	1	55	/RI20.MAP@88262	ガルマンオーブとは、\nはて聞きなれん品じゃが・・・。%b%h	
3381	map	1	52	/RI20.MAP@88349	これが、\n%s10どののさがしていた\nアイテムじゃな。%b%h	
3382	map	1	66	/RI20.MAP@88433	しかし、こんなモノが\nいったい何の役に立つと\nいうのであろうか。%b%h	
3383	map	1	41	/RI20.MAP@88531	外に出たときにでも、\nたずねてみねばな。%b	
3384	map	1	58	/RI20.MAP@88604	宝箱が３つか・・・。\nどれ、\n中をあらためさせてもらおう。%b	
3385	map	1	76	/RI20.MAP@88694	ガルマンオーブ・・・か。\nどうやら、これを手に入れておけば\nいいようだな。%b%h	
3386	map	1	54	/RI20.MAP@88802	くわしいコトは、\n外に出てからでも\nヤツに聞けばいい。%b	
3387	map	1	72	/RI20.MAP@88888	うっわーい！！\nねーねー、みんな見てー！\n宝箱がいーっぱいあるよぉ！！%b%h	
3388	map	1	59	/RI20.MAP@88992	これみんな、開けちゃっていいの？\nわーいわーいわーい！！%b%h	
3389	map	1	16	/RI20.MAP@89083	そぉーれっ！！%b	
3390	map	1	77	/RI20.MAP@89131	ガルマンオーブだってぇ！\nうわーい！\nなんか、\nスッゴイの見つけちゃったよ！%b%h	
3391	map	1	64	/RI20.MAP@89240	ねーねー、\nコレでいいんでしょー！？\nだれか、ほめてほめてー！%b%h	
3392	map	1	37	/RI20.MAP@89336	じゃあ、\nもう帰っちゃっていいよね？%b	
3393	map	1	57	/RI20.MAP@89405	このあたりの宝箱に、\nさがしものがあるといいが・・・。%b%h	
3394	map	1	30	/RI20.MAP@89494	とりあえず全部開けてみるか。%b	
3395	map	1	57	/RI20.MAP@89556	ガルマンオーブ・・・これか？\n%s10がさがしてたヤツは。%b%h	
3396	map	1	41	/RI20.MAP@89645	やれやれ、\nこれでやっと外に出られるぜ。%b	
3397	map	1	30	/RI20.MAP@89718	お？　宝箱が３つもあるな。%b%h	
3398	map	1	30	/RI20.MAP@89780	どれどれ、全部開けてみるか。%b	
3399	map	1	32	/RI20.MAP@89842	ガルマンオーブって、なんだ？%b%h	
3400	map	1	47	/RI20.MAP@89906	これかな、\n魔導士がほしがってたアイテムは？%b%h	
3401	map	1	47	/RI20.MAP@89985	いったん外に出て、\nくわしい話を聞くとするか。%b	
3402	map	1	30	/RI20.MAP@90065	おお！　この宝箱は・・・！%b%h	
3403	map	1	45	/RI20.MAP@90128	ああ・・・\nいま、まさしく夢がかなうとき。%b%h	
3404	map	1	39	/RI20.MAP@90206	ひといきに\n開けてご覧にいれましょう！%b	
3405	map	1	72	/RI20.MAP@90278	ガルマンオーブ！！\nこれですよ、これ！\n私がさがしもとめていたモノは！%b%h	
3406	map	1	64	/RI20.MAP@90383	よかったよかった。\nそれでは、\nさっそく外に出るとしましょうか。%b	
3407	map	1	51	/RI20.MAP@90480	おおおおおおおっ！\nた、た、た、たからばこっ！！%b%h	
3408	map	1	60	/RI20.MAP@90564	し、しかも３つもっ！！\nくぅぅぅーっ、\nゾクゾクするぜっ！%b%h	
3409	map	1	50	/RI20.MAP@90657	いまこそ、\nオレのかくされた秘技を\n見せるとき！%b%h	
3410	map	1	78	/RI20.MAP@90740	これこそが、名づけて\n『超必殺技ここにある宝箱\n　みんな開けちゃうよ攻撃』だ！%b	
3411	map	1	64	/RI20.MAP@90851	ガルマンオーブだぁ？\nこれがクソ魔導士が言ってた\nアイテムか？%b%h	
3412	map	1	54	/RI20.MAP@90948	・・・ふん、\nたいした金めのモノでも\nなさそうだな。%b%h	
3413	map	1	47	/RI20.MAP@91035	ちっ、これじゃ売っても\nゼニにはならねぇな。%b%h	
3414	map	1	56	/RI20.MAP@91115	しようがねぇ。\n外に出たら、\nあいつにわたしてやるか。%b%h	
3415	map	1	66	/RI20.MAP@91204	・・・し、しかし、\nいまの超必殺技の多用は\n命をちぢめかねんな。%b%h	
3416	map	1	45	/RI20.MAP@91303	これからは、\nこの技は使わないようにするか。%b	
3417	map	1	62	/RI20.MAP@91381	・・・くっくっくっ。\nおたからが３つ・・・\n３つもある・・・%b%h	
3418	map	1	56	/RI20.MAP@91476	・・・くっくっくっ。\nさぁ、\nみんなみんな、カクゴおし！%b	
3419	map	1	57	/RI20.MAP@91565	ガルマンオーブ？\nこれをもって帰ればいいんだね、\nきっと。\n	
3420	map	1	56	/RI20.MAP@91655	・・・まったく、\nこんなモン、\n何に使うってんだろうね。%b	
3421	map	1	51	/RI20.MAP@91744	ウッホウッホウッホッ！\n（↑よろこんでいるらしい）%b	
3422	map	1	65	/RI20.MAP@91828	ウッホウッホウッホホホホホッ！\n（↑さらによろこんでいるらしい）%b	
3423	map	1	43	/RI20.MAP@91935	オレぁ、\nちょっとここで一休みしてるぜ。%b%h	
3424	map	1	43	/RI20.MAP@92010	ま、気が向いたら\nまたさがしてやっからな。%b	
3425	map	1	51	/RI20.MAP@92085	まだ、だれも\nさがしモノを見つけた様子はないな。%b%h	
3426	map	1	74	/RI20.MAP@92168	まさか、だまってこっそり\n持ちさろうなんてヤツは\nいないと思うが・・・。%b%h	
3427	map	1	45	/RI20.MAP@92274	もどってオレも\n東の奥の方とか調べてみるか。%b	
3428	map	1	28	/RI20.MAP@92352	・・・・・・・・・はぁ。%b%h	
3429	map	1	58	/RI20.MAP@92413	おっとっと、\n私がのんびりしている場合では\nありませんね。%b	
3430	map	1	45	/RI20.MAP@92504	だーーーーーーーっ！\nめんどくせーーーっ！%b%h	
3431	map	1	55	/RI20.MAP@92582	金めのモンなら、\nオレのハナがきくんだがなぁ・・・。%b%h	
3432	map	1	43	/RI20.MAP@92670	もうちょっくら、\nこの辺ウロついてみるか。%b	
3433	map	1	30	/RI20.MAP@92746	上・・・かねぇ、やっぱり？%b%h	
3434	map	1	72	/RI20.MAP@92809	でも、\nみんなこの辺をさがしてんだから、\nもうちょい付き合ってみるかね。%b	
3435	map	1	43	/RI20.MAP@92995	まだ、\nさがしものは見つかってないんだ。%b%h	
3436	map	1	22	/RI20.MAP@93070	ボクもさがさなきゃ。%b	
3437	map	1	41	/RI20.MAP@93124	やっぱり、\n別の所にあるんじゃ・・・？%b%h	
3438	map	1	47	/RI20.MAP@93197	でもまぁ、もちっとだけ\nこの辺を調べてみるか。%b	
3439	map	1	68	/RI20.MAP@93276	まだ、%s10さんがさがしてる\n魔法のアイテムは\n見つかってないのよ。%b%h	
3440	map	1	53	/RI20.MAP@93440	%s10どののさがしものが、\nまだ見つかっておらんな。%b%h	
3441	map	1	32	/RI20.MAP@93525	わしも、いっしょにさがさねば。%b	
3442	map	1	49	/RI20.MAP@93589	まだ目的ははたしておらん。\n最後までやりとげろ。%b	
3443	map	1	45	/RI20.MAP@93670	ねーねー、\nちがう所にあるんじゃないのぉ？%b%h	
3444	map	1	43	/RI20.MAP@93747	・・・ちぇっ、\nだぁれも聞いてくんないや。%b	
3445	map	1	66	/RI20.MAP@93885	ここまでに、\n%s10さんのさがしている\n魔法のアイテムはなかった。%b%h	
3446	map	1	39	/RI20.MAP@93983	あるとしたら、\nこの辺だと思うんだ。%b%h	
3447	map	1	51	/RI20.MAP@94054	みんなで手分けしてさがせば、\n見つけられるハズだ。%b	
3448	map	1	62	/RI20.MAP@94138	おねがいします・・・\n私の研究にとって、\n大切なものなんです。%b	
3449	map	1	74	/RSM9.MAP@164755	ウッホウッホウッホホホーッ！\n（↑あいかわらず\n　　よろこんでいるらしい）%b	
3450	map	1	34	/RSM9.MAP@164861	やっほー！\nやっほー！\nやっほー！%b	
3451	map	1	54	/RSM9.MAP@165035	ほっほっほっ、\nよいよい、\nみな、それぞれの人生じゃ。%b	
3452	map	1	73	/RSM9.MAP@165121	ではわしも、\nお前さんらを\nクィーンズランドにとどけたら\n帰るとするかの。%b	
3453	map	1	46	/RSM9.MAP@165318	ねぇねぇ、見て！\n%s13、\nまだ手をふってるよ。%b	
3454	map	1	25	/RSM9.MAP@165396	やっほー！\n元気でねー！%b	
3455	map	1	57	/RSM9.MAP@165454	ウッホウッホウッホーッ！\n（↑まだよろこんでいるらしい）%b	
3456	map	1	66	/RSM9.MAP@165543	あはは、\nここにもどってこれたのが\nよっぽど、うれしかったんだね。%b	
3457	map	1	39	/RSM9.MAP@165641	・・・あいつ、\nあれでよかったのかな。%b	
3458	map	1	35	/RSM9.MAP@165712	・・・・・・え？\n・・・どうして？%b	
3459	map	1	69	/RSM9.MAP@165779	考えてもみろ。\n何の目的もなく、\nこんな所で\n住みついていたと思うか？%b	
3460	map	1	81	/RSM9.MAP@165880	・・・あいつはこれからも\nああやって\nありもしない何かを守って\nくらしていくんだ。%b	
3461	map	1	37	/RSM9.MAP@165993	この穴の中で、\nたった１人で・・・。%b	
3462	map	1	18	/RSM9.MAP@166062	・・・・・・あ！%b	
3463	map	1	66	/RSM9.MAP@166112	じゃあ、もしかして、\n%s13はここで、\nあの『ガルマンオーブ』を！？%b	
3464	map	1	60	/RSM9.MAP@166210	なんじゃ、\n『ガルマンオーブ』は\nここにねむっておったのか。%b	
3465	map	1	10	/RSM9.MAP@166302	えっ！？%b	
3466	map	1	66	/RSM9.MAP@166344	ゲンユウサイの幹部の中に、\nラミューレというのが\nおったじゃろう。%b	
3467	map	1	46	/RSM9.MAP@166442	あやつとわしは、\nむかしからの\nくされ縁でな。%b	
3468	map	1	59	/RSM9.MAP@166520	ほんの十数年ばかり前にも\n一戦まじえたばかりだったんじゃ。%b	
3469	map	1	83	/RSM9.MAP@166611	そのとき、\n首尾よく、あやつの能力を\nオーブに封じたまでは\nよかったんじゃが・・・。%b	
3470	map	1	62	/RSM9.MAP@166726	面目ないことに、\n肝心な所でオーブともども\n始末しそこねてな。%b	
3471	map	1	62	/RSM9.MAP@166820	てっきり、\nあやつが持っておるとばかり\n思っておったが・・・。%b	
3472	map	1	56	/RSM9.MAP@166914	%s13は、\nそれをずっと\n守りつづけていてくれたんですね。%b	
3473	map	1	67	/RSM9.MAP@167002	そうとも知らないで\nボクたちは\n敵の手つだいを\nしてたなんて・・・。%b	
3474	map	1	35	/RSM9.MAP@167101	お前さんが\nくやむこともなかろう。%b	
3475	map	1	52	/RSM9.MAP@167168	結果的には、\nあやつをしとめることが\nできたんじゃ。%b	
3476	map	1	77	/RSM9.MAP@167252	・・・もっとも、\nあれは『カオス』の力が\nあだになったと\n言えなくもないがな。%b	
3477	map	1	41	/RSM9.MAP@167361	・・・え？\n・・・それは、どういう・・・%b	
3478	map	1	116	/RSSM.MAP@168153	%V100　　　　　　ロッサム　北西の国境\n%V0%V100［東］　　　コルベの村\n%V0%V100［西］　　　クィーンズランド女王国%b%V0	
3479	map	1	116	/RSSM.MAP@168270	%V100　　　　　　ロッサム　南西の国境\n%V0%V100［東］　　　ムルティブの塔　忘却の森\n%V0%V100［西］　　　ミディ国%b%V0	
3480	map	1	161	/RSSM.MAP@168387	%V100　　　　　　ロッサム　コルベの村\n%V0%V100［東］　　　コルベの村\n%V0%V100［西］　　　クィーンズランド女王国\n%V0%V100［南］　　　ムルティブの塔　忘却の森%b%V0	
3481	map	1	164	/RSSM.MAP@168549	%V100　　　　　　ロッサム　忘却の森\n%V0%V100［北］　　　コルベの村\n%V0%V100［東］　　　忘却の森\n%V0%V100［西］　　　ムルティブの塔\n%V0%V100［南］　　　ミディ国%b%V0	
3482	map	1	10	/RSSM.MAP@168832	コルベの村	
3483	map	1	64	/RSSM.MAP@168898	この塔だな、\n伝説の魔導士が住んでるって\nウワサになってるのは。%b	
3484	map	1	51	/RSSM.MAP@168994	そんなにすごいヤツなのか？\nその伝説の魔導士って。%b	
3485	map	1	34	/RSSM.MAP@169077	ボクはよく知らないけど・・・。%b%h	
3486	map	1	32	/RSSM.MAP@169143	%s2が\nそう言うんだから・・・。%b	
3487	map	1	28	/RSSM.MAP@169207	会ってみればわかるわよ。%b%h	
3488	map	1	20	/RSSM.MAP@169267	さぁ、行きましょ。%b	
3489	map	1	45	/RSSM.MAP@169319	なんだろう、この塔・・・。\nブキミだなぁ。%b%h	
3490	map	1	55	/RSSM.MAP@169396	でも、いまのボクたちには\n関係のないところだし・・・。%b	
3491	map	1	12	/RSSM.MAP@169483	待って！%b%h	
3492	map	1	70	/RSSM.MAP@169527	このロッサム国にある塔で、\nもしあのウワサが\n本当だとしたら・・・。%b%h	
3493	map	1	34	/RSSM.MAP@169629	前に聞いたことがあるのよ、私。%b%h	
3494	map	1	90	/RSSM.MAP@169695	古い書物なんかに名前が出てくる\n『伝説の魔導士』って人が、\nここに移り住んでるらしいって。%b	
3495	map	1	41	/RSSM.MAP@169817	なんだ、\nその『伝説の魔導士』って！？%b%h	
3496	map	1	45	/RSSM.MAP@169890	・・・それ、\nものすごくあやしくないか！？%b%h	
3497	map	1	47	/RSSM.MAP@169967	だいたい、なんで\n伝説の人間が生きてんだよ！？%b	
3498	map	1	31	/RSSM.MAP@170046	知らないわよ、\nそんなコト。%b%h	
3499	map	1	68	/RSSM.MAP@170109	だけど一説じゃ、\nその魔導士は\n人の生死に関する魔法をきわめ・・・%b%h	
3500	map	1	60	/RSSM.MAP@170209	あまつさえ、\n不死の肉体を手に入れたとも\n言われているわ。%b%h	
3501	map	1	47	/RSSM.MAP@170301	なんにしろ、\n会ってみてソンはないと思うわ。%b%h	
3502	map	1	39	/RSSM.MAP@170380	うまくすれば、\n力になってくれるかも。%b	
3503	map	1	22	/RSSM.MAP@170451	・・・どうだかな。%b%h	
3504	map	1	30	/RSSM.MAP@170505	ま、とりあえず入ってみるか。%b	
3505	map	1	14	/RSSM.MAP@170536	ムルティブの塔	
3506	map	1	52	/RSSM.MAP@170870	ふぅん。\nこんなところに\n古代遺跡の入口があるんだ。%b	
3507	map	1	20	/RSSM.MAP@170954	お前・・・・・・%b%h	
3508	map	1	41	/RSSM.MAP@171006	他の国のこととか、\n何も知らないんだな。%b	
3509	map	1	20	/RSSM.MAP@171079	う、うん・・・。%b%h	
3510	map	1	66	/RSSM.MAP@171131	あんまり外を出歩かないようにって、母上から言われてたから・・・。%b	
3511	map	1	81	/RSSM.MAP@171229	ま、こんな遺跡のこと知ってたって、いまのオレたちにゃ\n何の役にも立たないけどよ。%b	
3512	map	1	24	/RSSM.MAP@171366	そうです、ここです。%b%h	
3513	map	1	53	/RSSM.MAP@171423	私がさがしてるモノは、\nこの中にあるハズなんです。%b%h	
3514	map	1	45	/RSSM.MAP@171509	みなさん、どうか\nご協力をおねがいしますよ。%b	
3515	map	1	60	/RSSM.MAP@171586	わわっ、%s10さん！\nいきなり\n身を乗りださないでください。%b%h	
3516	map	1	35	/RSSM.MAP@171678	わかってます、\nわかってますから。%b	
3517	map	1	52	/RSSM.MAP@171745	もう、\nこんな所に入る必要は\nないんだがなぁ・・・。%b	
3518	map	1	43	/RSSM.MAP@171829	ま、いいか。\nちょいとのぞいてくるだけだ。%b	
3519	map	1	18	/RSSM.MAP@171914	わかりました。%b%h	
3520	map	1	49	/RSSM.MAP@171964	ボクたちもいっしょに、\nその遺跡に行きましょう。%b	
3521	map	1	18	/RSSM.MAP@172046	よかった・・・。%b	
3522	map	1	45	/RSSM.MAP@172097	ことわられたら、\nどうしようかと思いました。%b	
3523	map	1	85	/RSSM.MAP@172175	・・・そうそう、\nその遺跡の場所なんですが、\nこのすぐ北にあって\nわりと近いんですよ。%b	
3524	map	1	65	/RSSM.MAP@172293	あ、でも、\nだからって\nいますぐ行ってくれなくても\nいいんですよ。%b	
3525	map	1	53	/RSSM.MAP@172391	これからの行動はすべて、\nあなた方におまかせします。%b	
3526	map	1	20	/RSSM.MAP@172475	・・・・・・おや？%b	
3527	map	1	33	/RSSM.MAP@172526	私の住まいに\n何かご用でしたか？%b	
3528	map	1	39	/RSSM.MAP@172643	じゃあ、\nあなたが伝説の魔導士・・・！%b	
3529	map	1	45	/RSSM.MAP@172713	伝説の魔導士だなんて、\nそんなたいそうな。%b%h	
3530	map	1	35	/RSSM.MAP@172789	べつに、\n私は何もしてませんから。%b	
3531	map	1	42	/RSSM.MAP@172857	そうですね、\n%s10とでも\n呼んでください。%b	
3532	map	1	29	/RSSM.MAP@172931	ええと、\nじゃあ%s10さん。%b%h	
3533	map	1	72	/RSSM.MAP@172992	じつはボクたち、\nゲンユウサイをたおすために\n戦っているんですけど・・・%b	
3534	map	1	25	/RSSM.MAP@173097	ほう！\nそれはそれは。%b%h	
3535	map	1	41	/RSSM.MAP@173155	まだおわかいのに、\nごりっぱなコトです。%b	
3536	map	1	18	/RSSM.MAP@173228	え、えと・・・%b%h	
3537	map	1	91	/RSSM.MAP@173278	それでですね、\nここに住んでおられる方が\n高名な魔導士さんだと聞いて\nたずねて来たのです。%b%h	
3538	map	1	46	/RSSM.MAP@173401	どうかボクたちに力をかしていただけませんか？%b	
3539	map	1	22	/RSSM.MAP@173480	力を・・・ですか？%b%h	
3540	map	1	55	/RSSM.MAP@173535	それはけっこうですが、\n私をやとうのは高くつきますよ。%b	
3541	map	1	16	/RSSM.MAP@173622	てめぇ・・・！%b	
3542	map	1	68	/RSSM.MAP@173671	ま、待ってください、\n何もお金をとろうって言うんじゃ\nありません。%b%h	
3543	map	1	54	/RSSM.MAP@173772	ただ少し、\n私の研究に\n付き合っていただきたいのです。%b	
3544	map	1	20	/RSSM.MAP@173858	研究・・・ですか？%b	
3545	map	1	50	/RSSM.MAP@173911	はい。\n実はこの近くに\n古い遺跡がありましてね。%b%h	
3546	map	1	74	/RSSM.MAP@173994	その中に眠っているという\n魔法のアイテムを\nどうしても手に入れたいのです。%b	
3547	map	1	53	/RSSM.MAP@174100	それに私どもが力をおかしすれば\nよろしいのですな。%b%h	
3548	map	1	24	/RSSM.MAP@174185	ですが、魔導士どの。%b%h	
3549	map	1	84	/RSSM.MAP@174241	あなたほどのお力をもってすれば\nそのようなコトなど、\nたやすいのではありませぬかな？%b	
3550	map	1	78	/RSSM.MAP@174358	ははは・・・。\nどうも、あなた方は私のことを\nかいかぶってらっしゃるようだ。%b%h	
3551	map	1	28	/RSSM.MAP@174469	私はただの魔導士ですよ。%b%h	
3552	map	1	41	/RSSM.MAP@174530	・・・それより、\nあなた方のごへんじは？%b	
3553	map	1	47	/RSSM.MAP@177579	%s1・・・、\n本当にこっちで、\n合ってるのかい？%b	
3554	map	1	56	/RSSM.MAP@177658	ああ、\nたしかに、\nあの女海賊がこっちへ来るのを見た。%b%h	
3555	map	1	41	/RSSM.MAP@177746	・・・ったく、\nムチャな操船しやがって。%b	
3556	map	1	84	/RSSM.MAP@177819	おかげでオレたちは\nとちゅうで海に落っことされ、\nこの島までおよぐハメになったんだ。%b	
3557	map	1	60	/RSSM.MAP@177935	このまま\nあの女海賊もつかまえないで\n町に帰れるかってんだ！%b	
3558	map	1	83	/RSSM.MAP@178027	ホントは、\nあの女海賊さんの船に\n乗せてもらうしか、\n帰る方法がないだけなんだけど。%b	
3559	map	1	52	/RSSM.MAP@178196	じゃ、じゃあ、\n北のジャングルを\nさがしてみようか！%b	
3560	map	1	52	/RSSM.MAP@178280	どうやら、\n最初のところに\nもどってきたみたいだね。%b	
3561	map	1	50	/RSSM.MAP@178364	少し休んだら、\nまた、\n北の森をさがしてみないと。%b	
3562	map	1	44	/RSSM.MAP@178447	もう少し、\nこの島のことを\n調べてみるかい？%b	
3563	map	1	64	/RSSM.MAP@178523	船へもどるときも、\nここから南へ\nちょいと下るだけでいいんだな。%b	
3564	map	1	67	/RSSM.MAP@178660	まちがいねぇ。\nたしかに、\nあの女海賊は\nこの奥へ入って行ったんだ。%b	
3565	map	1	56	/RSSM.MAP@178759	じゃあ、\nみんなで力を合わせて\nさがしてみるしかないね。%b	
3566	map	1	61	/RSSM.MAP@178847	だから、\nあの女海賊は\nこの先にいるハズだって\n言ってるだろ！%b	
3567	map	1	62	/RSSM.MAP@178940	どうやら、\nかなり奥の方まで\nさがしてみなきゃダメみたいだね。%b	
3568	map	1	33	/RSSM.MAP@179034	こっちは、\n海ぞいに出るだけだ。%b	
3569	map	1	88	/RSSM.MAP@179099	女海賊さんをさがすなら、\n%s1の言うとおり\n北にあるジャングルを\n調べてみるべきだと思う。%b	
3570	map	1	20	/RSSM.MAP@179188	港町にもどりますか？	
3571	map	1	35	/RSSM.MAP@179268	こっちは、\n海ぞいに出るだけだな。%b	
3572	map	1	66	/RSSM.MAP@179335	大陸へもどるなら、\nこの辺りで\nホワイトウィングを呼ぶしかないぜ。%b	
3573	map	1	45	/RSSM.MAP@179434	みなさん、\nどうもありがとうございました。%b%h	
3574	map	1	68	/RSSM.MAP@179512	おかげさまで、\n目的の魔法のアイテムを\n手に入れることができました。%b	
3575	map	1	26	/RSSM.MAP@179612	それはよかったですね。%b%h	
3576	map	1	45	/RSSM.MAP@179670	でも、それは\nいったい何に使うものなんです？%b	
3577	map	1	74	/RSSM.MAP@179748	いやぁ・・・\n私の研究に必要なだけで、\n特に何に使うというわけでは・・・。%b	
3578	map	1	49	/RSSM.MAP@179908	それはそうと、\nボクたちは約束を果たしましたが？%b	
3579	map	1	29	/RSSM.MAP@179990	ええ、\n今度は私の番ですね。%b	
3580	map	1	89	/RSSM.MAP@180052	私の使える魔法なんて\nたかが知れていますが、\nみなさんのお役に立てることも\nあるでしょう。%b	
3581	map	1	16	/RSSM.MAP@180173	そんな・・・。%b	
3582	map	1	56	/RSSM.MAP@180221	私たちこそ、\n学ばせていただくことが\nたくさんあります。%b	
3583	map	1	79	/RSSM.MAP@180309	%s10さんは、\nすごい方だと思います、\nだって、\nそんなにたくさんの魔法を・・・。%b	
3584	map	1	63	/RSSM.MAP@180420	あの・・・\n%s10さんは\nどなたのもとで\n魔法を学ばれたのですか？%b	
3585	map	1	20	/RSSM.MAP@180516	それは・・・・・・%b	
3586	map	1	60	/RSSM.MAP@180569	ははは、\nまぁ、そんなこと\nどうだっていいじゃありませんか。%b	
3587	map	1	41	/RSSM.MAP@180662	それよりも\n次の目的地を決めてください。%b	
3588	map	1	43	/RSSM.MAP@181087	ここはロッサム国だ。\nさて、どうするかな。%b	
3589	map	1	44	/RT00.MAP@70830	また、\n%s1の苦手なオバケの塔に入るのか。%b%h	
3590	map	1	45	/RT00.MAP@70906	%s10さんは、\nよく、こんな所に住んでるなぁ。%b	
3591	map	1	56	/RT00.MAP@70984	うーん・・・\n言われてみると、\nたしかにそうですねぇ。%b%h	
3592	map	1	68	/RT00.MAP@71073	こいつらがまた、\n私の言うことを\nちっとも聞いてくれないんですよ。%b%h	
3593	map	1	31	/RT00.MAP@71174	困ったものです、\nはっはっは。%b	
3594	map	1	66	/RT00.MAP@71237	ばっ・・・ばかやろうっ！\nオ、オレはオバケなんか\nこわくねーぞ！%b%h	
3595	map	1	24	/RT00.MAP@71335	ほ・・・本当だからな！%b	
3596	map	1	18	/RT00.MAP@71523	すいませーん！%b%h	
3597	map	1	39	/RT00.MAP@71573	どなたか、\nいらっしゃいませんかー！？%b	
3598	map	1	60	/RT00.MAP@71644	よせよ、はずかしい。\n人なんて\n住んでないに決まってるさ。%b%h	
3599	map	1	81	/RT00.MAP@71736	それにこんな所だ、\n仮に住んでたとしても、\nどうせ、\nロクでもないヤツだろうよ。%b%h	
3600	map	1	53	/RT00.MAP@71849	どーでもいいけどよ。\nなんか、うすら寒いとこだな。%b%h	
3601	map	1	47	/RT00.MAP@71934	まるで、オバケでも出てきそうな\nフンイキだぜ。%b	
3602	map	1	46	/RT00.MAP@72013	・・・%s1って・・・\n・・・オバケ、こわいの？%b	
3603	map	1	24	/RT00.MAP@72091	ばっ、ばっかやろう！%b%h	
3604	map	1	49	/RT00.MAP@72147	オレが、オバケなんか\nこわがるワケねーだろっ！%b%h	
3605	map	1	117	/RT00.MAP@72228	オ、オレはただ、\n相手がオバケのようなヤツらなら、\n通常の攻撃が通用しないってことを\n確認しておくためにだなぁ・・・%b%h	
3606	map	1	22	/RT00.MAP@72377	ホ、ホントだぞっ！！%b	
3607	map	1	42	/RT00.MAP@72431	・・・うん。\nたしかに%s1の言う通りだ。%b%h	
3608	map	1	68	/RT00.MAP@72505	万が一のことも考えて、\n装備のチェックだけは\nしておいた方がいいね。%b	
3609	map	1	26	/RT00.MAP@72605	・・・お、おうともよ。%b%h	
3610	map	1	64	/RT00.MAP@72663	オバケなんざ、\nこのオレ様にまかしときな。\nわっはっはっはっは！%b	
3611	map	1	58	/RT00.MAP@72807	・・・ったく、\nだれだ！？\nこんなトコへ連れてきたのは！？%b	
3612	map	1	42	/RT00.MAP@72897	いまごろ、\n調べたって\n何もねぇだろうに。%b	
3613	map	1	4	/RT30.MAP@29693	つ ｢	
3614	map	1	39	/RT30.MAP@124641	え？\nちょっ、それってどーゆー・・・%b%h	
3615	map	1	24	/RT30.MAP@124713	う・・・うわぁぁぁっ！%b	
